t_s,mode,contact_err_mm,true_yaw_world_deg,held_yaw_world_deg,true_yaw_base_deg,held_yaw_base_deg,true_yaw_nominal_deg,held_yaw_nominal_deg
2.9199999999999,open,1.4598191239156737,-3.4126931508795457e-15,0.0,-3.4126931508795457e-15,0.0,-3.4126931508795457e-15,0.0
2.939999999999898,open,1.474813808179504,-3.2077744051212306e-15,0.0,-3.2077744051212306e-15,0.0,-3.2077744051212306e-15,0.0
2.9599999999998956,open,1.4898179199763184,-2.503736878519942e-15,0.0,-2.503736878519942e-15,0.0,-2.503736878519942e-15,0.0
2.9799999999998934,open,1.5048168735517355,-2.71468884602948e-15,0.0,-2.71468884602948e-15,0.0,-2.71468884602948e-15,0.0
2.999999999999891,open,1.519809477168061,-3.0592821778818283e-15,0.0,-3.0592821778818283e-15,0.0,-3.0592821778818283e-15,0.0
3.019999999999889,open,1.5347860349541746,-3.0234834009774647e-15,0.0,-3.0234834009774647e-15,0.0,-3.0234834009774647e-15,0.0
3.039999999999887,open,1.5497332769566825,-2.5261801856339467e-15,0.0,-2.5261801856339467e-15,0.0,-2.5261801856339467e-15,0.0
3.0599999999998846,open,1.56464990730277,-1.964002839803443e-15,0.0,-1.964002839803443e-15,0.0,-1.964002839803443e-15,0.0
3.0799999999998824,open,1.579528705288682,-1.6829308818076966e-15,0.0,-1.6829308818076966e-15,0.0,-1.6829308818076966e-15,0.0
3.09999999999988,open,1.5943579785532795,-1.9134119221368934e-15,0.0,-1.9134119221368934e-15,0.0,-1.9134119221368934e-15,0.0
3.119999999999878,open,1.6091364463377444,-2.5903341550886053e-15,0.0,-2.5903341550886053e-15,0.0,-2.5903341550886053e-15,0.0
3.139999999999876,open,1.6238594211752475,-2.3813934095455175e-15,0.0,-2.3813934095455175e-15,0.0,-2.3813934095455175e-15,0.0
3.1599999999998736,open,1.6385169844747698,-1.8470125241269984e-15,0.0,-1.8470125241269984e-15,0.0,-1.8470125241269984e-15,0.0
3.1799999999998714,open,1.6531079153901165,-1.063831458431113e-15,0.0,-1.063831458431113e-15,0.0,-1.063831458431113e-15,0.0
3.199999999999869,open,1.6676300215694821,-5.574189772463164e-16,0.0,-5.574189772463164e-16,0.0,-5.574189772463164e-16,0.0
3.219999999999867,open,1.6820752821626912,-3.7324250788818575e-16,0.0,-3.7324250788818575e-16,0.0,-3.7324250788818575e-16,0.0
3.2399999999998648,open,1.696442510281529,-3.9773634715872033e-16,0.0,-3.9773634715872033e-16,0.0,-3.9773634715872033e-16,0.0
3.2599999999998626,open,1.7107318830574867,-1.5481288555420657e-17,0.0,-1.5481288555420657e-17,0.0,-1.5481288555420657e-17,0.0
3.2799999999998604,open,1.7249373299126238,-6.853342397991979e-16,0.0,-6.853342397991979e-16,0.0,-6.853342397991979e-16,0.0
3.299999999999858,open,1.7390576117271064,-1.8270293303590577e-15,0.0,-1.8270293303590577e-15,0.0,-1.8270293303590577e-15,0.0
3.319999999999856,open,1.753095076867781,-2.3290655253031863e-15,0.0,-2.3290655253031863e-15,0.0,-2.3290655253031863e-15,0.0
3.3399999999998538,open,1.7670455930695832,-2.827746702805352e-15,0.0,-2.827746702805352e-15,0.0,-2.827746702805352e-15,0.0
3.3599999999998515,open,1.7809077378468725,-2.8403953881579642e-15,0.0,-2.8403953881579642e-15,0.0,-2.8403953881579642e-15,0.0
3.3799999999998493,open,1.7946857788104724,-2.8681434598432134e-15,0.0,-2.8681434598432134e-15,0.0,-2.8681434598432134e-15,0.0
3.399999999999847,open,1.808376338924545,-2.5890345966998558e-15,0.0,-2.5890345966998558e-15,0.0,-2.5890345966998558e-15,0.0
3.419999999999845,open,1.821981682976447,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0
3.4399999999998427,open,1.8355023229053717,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0
3.4599999999998405,open,1.848939570456942,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0
3.4799999999998383,open,1.8622949792222825,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0
3.499999999999836,open,1.8755703502187784,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0
3.519999999999834,open,1.8887677104700515,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0,-2.470408610284333e-15,0.0
3.5399999999998317,open,1.9283734120528935,-0.010659893222400118,0.0,-0.010659893222400118,0.0,-0.010659893222400118,0.0
3.5599999999998295,open,1.9963429320487158,-0.03260843617805942,0.0,-0.03260843617805942,0.0,-0.03260843617805942,0.0
3.5799999999998273,open,2.07174196616432,-0.05732370919965641,0.0,-0.05732370919965641,0.0,-0.05732370919965641,0.0
3.599999999999825,open,2.148806879611854,-0.08246942648523395,0.0,-0.08246942648523395,0.0,-0.08246942648523395,0.0
3.619999999999823,open,2.2259609805131433,-0.10740935871552801,0.0,-0.10740935871552801,0.0,-0.10740935871552801,0.0
3.6399999999998207,open,2.3027847136675668,-0.13197438074499787,0.0,-0.13197438074499787,0.0,-0.13197438074499787,0.0
3.6599999999998185,open,2.379178316906139,-0.15612363526857645,0.0,-0.15612363526857645,0.0,-0.15612363526857645,0.0
3.6799999999998163,open,2.4551301919527924,-0.17985141610055502,0.0,-0.17985141610055502,0.0,-0.17985141610055502,0.0
3.699999999999814,open,2.530652762643994,-0.20316157972624305,0.0,-0.20316157972624305,0.0,-0.20316157972624305,0.0
3.719999999999812,open,2.6057646707632007,-0.22606051484379686,0.0,-0.22606051484379686,0.0,-0.22606051484379686,0.0
3.7399999999998097,open,2.6804858034944443,-0.24855521195535207,0.0,-0.24855521195535207,0.0,-0.24855521195535207,0.0
3.7599999999998075,open,2.7548358824701324,-0.27065273451637656,0.0,-0.27065273451637656,0.0,-0.27065273451637656,0.0
3.7799999999998053,open,2.8288340479329492,-0.2923600752298675,0.0,-0.2923600752298675,0.0,-0.2923600752298675,0.0
3.799999999999803,open,2.9024987262228166,-0.3136841181566666,0.0,-0.3136841181566666,0.0,-0.3136841181566666,0.0
3.819999999999801,open,2.9758475822388424,-0.3346316298777008,0.0,-0.3346316298777008,0.0,-0.3346316298777008,0.0
3.8399999999997987,open,3.04889750084469,-0.35520925861241404,0.0,-0.35520925861241404,0.0,-0.35520925861241404,0.0
3.8599999999997965,open,3.1216645807883188,-0.37542353549639,0.0,-0.37542353549639,0.0,-0.37542353549639,0.0
3.8799999999997943,open,3.194164135825522,-0.39528087642552434,0.0,-0.39528087642552434,0.0,-0.39528087642552434,0.0
3.899999999999792,open,3.2664107009473375,-0.41478758402952826,0.0,-0.41478758402952826,0.0,-0.41478758402952826,0.0
3.91999999999979,open,3.338418042602834,-0.43394984965508016,0.0,-0.43394984965508016,0.0,-0.43394984965508016,0.0
3.9399999999997877,open,3.570935248579037,-0.45277375532618,0.0,-0.45277375532618,0.0,-0.45277375532618,0.0
3.9599999999997855,open,4.064373913769797,-0.47126527567326165,0.0,-0.47126527567326165,0.0,-0.47126527567326165,0.0
3.9799999999997833,open,4.901584890561519,-0.4894302798291512,0.0,-0.4894302798291512,0.0,-0.4894302798291512,0.0
3.999999999999781,open,6.092607003851181,-0.5072745332918104,0.0,-0.5072745332918104,0.0,-0.5072745332918104,0.0
4.019999999999779,open,5.276066574020153,-0.5248036997542533,0.0,-0.5248036997542533,0.0,-0.5248036997542533,0.0
4.039999999999777,open,4.695695285717271,-0.5420233429021721,0.0,-0.5420233429021721,0.0,-0.5420233429021721,0.0
4.059999999999775,open,4.307589115282654,-0.5589389281798276,0.0,-0.5589389281798276,0.0,-0.5589389281798276,0.0
4.079999999999773,open,4.068694570113004,-0.5755558245247565,0.0,-0.5755558245247565,0.0,-0.5755558245247565,0.0
4.0999999999997705,open,3.939045087138447,-0.5918793060718508,0.0,-0.5918793060718508,0.0,-0.5918793060718508,0.0
